dateid01;ard;bmoilrev;ca;cad;capexdom;capexfor;cg;cnpish;cons;cp;cpius;dd;dmw;domdebt;e;eag;eagpc;eg;ein;einpc;eo;ep;ese;esepc;extdebtghc;extdebtusd;ffusrate;gbal;gbalcashd;gbalprim;gbalprimxgrant;gbalprimxo;gbalxgrant;gdi;gdpwld;gexgogu;gexpoth;gexptot;gexptotard;ghcusd;ghcusdi;govdebt;gpob;grants;grat;grev;grevtot;htrate;i;intdom;intext;intg;invoilusd;irate;irdom;irext;irs;j;jg;jo;jp;js;jsl;jso;jsp;jsr;lf;lfpr;mg;mo;morate;mpr;netinvinc;netinvincd;nettrans;nettransd;ntrdip;ntrev;ntrevog;ntrevxog;ntrgas;ntrsr;oilrev;pcg;pcnpish;pcons;pcp;pens;pgap;pi;pi_corr;pj;pjg;pjg_corr;pjo;pjo_corr;pjp;pjp_corr;pjs;pjso;pjso_corr;pjsp;pjsp_corr;pmg;pmg_corr;pmo;pmo_corr;pnfuelw;poil;poili;pop;pop1564;popwork;ptarget;px;pxcocoa;pxcocoausd;pxgold;pxgoldusd;pxno;pxo;pxoth;py;pyg;pyo;pyp;rer;revoth;revsc;riskprem;rpdi;soc;sose;tcs;tdco;tdo;tdoxog;tdp;tgfl;tgs;tgsrate;tio;tip;tipog;tipxog;tipxograte;tit;titi;titie;titirate;titx;titxrate;tivat;tnhi;tni;tntrdip;transnoc;tref;trev;troil;ttroil;u;ulcp;ur;vcg;vcnpish;vcons;vcp;vdd;vi;vj;vjg;vjo;vjp;vjs;vjsl;vjso;vjsp;vjsr;vmg;vmgfiscal;vmo;vpo;vtni;vwg;vwgsoc;vx;vxcocoa;vxcocoausd;vxgold;vxgoldusd;vxno;vxo;vxoth;vxousd;vy;vyag;vyagcc;vyagco;vyagfi;vyagfl;vyagls;vybp;vyg;vyin;vyinco;vyinel;vyinma;vyinmq;vyinws;vyo;vyp;vyse;vysecs;vyseed;vysefi;vysehr;vysehs;vyseic;vysepa;vysere;vysetr;vysets;wg;x;xcocoa;xgold;xgoldfo;xno;xo;xob;xobrate;xoth;y;yag;yagcc;yagco;yagfi;yagfl;yagls;ybp;ycycle;year;yg;ygap;yin;yinco;yinel;yinma;yinmq;yinws;yo;yorate;yp;yse;ysecs;yseed;ysefi;ysehr;ysehs;yseic;ysepa;ysere;ysetr;ysets;ytrend
1975-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;4608,678633;#I/T;#I/T;14781,52956;0,231059242;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;115376,1434;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;5,824166667;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;18490,4974;2,30337E+13;#I/T;#I/T;#I/T;#I/T;0,000114938;5,22445E-05;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;2744,164254;#I/T;#I/T;#I/T;0;0,159373748;#I/T;#I/T;#I/T;6480,451758;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;8;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;3,72375E-05;#I/T;#I/T;4,45153E-05;#I/T;#I/T;5,68935E-05;#I/T;4,0958E-05;4,0958E-05;0,626265934;4,0958E-05;0,626265934;#I/T;#I/T;#I/T;1;#I/T;#I/T;#I/T;7,05667E-05;1,104349149;#I/T;#I/T;#I/T;#I/T;#I/T;9985946;5058640;5058640;8;5,68937E-05;#I/T;#I/T;6,8789E-06;161,0291667;#I/T;#I/T;#I/T;7,05667E-05;5,4658E-05;1;7,1767E-05;0,271178526;#I/T;#I/T;#I/T;16986,8663;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;-220,143358;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,171615571;#I/T;#I/T;0,658003764;#I/T;0,156125071;0,265426219;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;0,152599716;#I/T;#I/T;0,163999484;0,06367002;553,951;#I/T;#I/T;#I/T;0;#I/T;0;1,306717116;0,328243014;0,168408407;0,009441501;0,051434916;0,035926742;0,072472948;1,154117399;0,071003399;0,52257244;0,0430956;-0,01957134;0,443662156;0,054703282;0,000682741;0;1,235713717;0,303301945;0,040394303;0,032760757;0,017504925;0,018566432;0,020955843;0,02118834;0,036545155;0,043827552;0,068339484;0,003219153;#I/T;2882,561673;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;18517,46916;8408,948335;5608,859771;598,4000791;901,9360502;722,1279309;1176,024583;18737,61252;-4420,434378;1975;1299,048391;-21,40761531;4651,958022;1760,831163;108,0459487;1177,047848;1590,531363;15,50169843;0;#I/T;17218,42077;5676,706162;193,6352378;719,0889114;106,0409328;673,8947838;409,6619086;117,0122982;570,3721037;409,6241712;1492,958897;984,4169172;22937,90354
1976-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;4715,779371;#I/T;#I/T;14175,47578;0,244402653;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;131793,1919;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;5,045;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;24364,21282;2,4274E+13;#I/T;#I/T;#I/T;#I/T;0,000114938;5,22445E-05;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;2610,268207;#I/T;#I/T;#I/T;0;0,111861211;#I/T;#I/T;48,64304681;6086,448742;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;8;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;4,2231E-05;#I/T;#I/T;6,19654E-05;#I/T;25,07442164;6,43439E-05;#I/T;4,55261E-05;4,55261E-05;0,696666239;4,55261E-05;0,696666239;#I/T;#I/T;#I/T;1;#I/T;#I/T;#I/T;6,53975E-05;1,003336581;#I/T;#I/T;#I/T;#I/T;#I/T;10199164;5145436;5145436;8;5,43319E-05;#I/T;#I/T;5,33193E-06;124,8158333;#I/T;#I/T;#I/T;6,53975E-05;5,55942E-05;1;6,60269E-05;0,206061796;#I/T;#I/T;2,175833333;22382,93633;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;316,9603323;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,199151852;#I/T;#I/T;0,878389295;#I/T;0,167954878;0,277092176;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;0,205598986;#I/T;#I/T;0,164410714;0,059285365;515,803;#I/T;#I/T;#I/T;0;#I/T;0;1,624025214;0,436302325;0,227666722;0,008080092;0,054299485;0,045783943;0,108552174;1,418426227;0,083295321;0,603608265;0,047888065;-0,008241919;0,516904556;0,045751836;0,001305727;0;1,540729892;0,378515637;0,053914029;0,050289419;0,022000122;0,024739829;0,028269546;0,026629424;0,032544478;0,043224772;0,091062575;0,005841444;#I/T;3026,04142;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;24833,15686;8186,678453;5529,48097;774,290293;899,7035353;747,4787069;1010,015242;24516,19653;1460,859595;1976;1498,274392;6,062828691;10397,71295;1788,484284;122,2974082;6940,38727;1523,561622;22,98237001;0;#I/T;23334,88247;5931,805124;193,6352378;1037,583901;428,4121893;624,1709159;353,3611762;95,3707032;577,617015;436,5066857;1382,799726;802,3475748;23372,29727
1977-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;6069,264948;#I/T;#I/T;14204,48087;0,260214418;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;174464,0622;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;5,5375;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;26375,65736;2,52463E+13;#I/T;#I/T;#I/T;#I/T;0,000114938;5,22445E-05;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;2772,352896;#I/T;#I/T;#I/T;0;0,115109233;#I/T;#I/T;77,57404629;7176,558964;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;8;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;5,7883E-05;#I/T;#I/T;0,000103515;#I/T;43,31355733;7,45892E-05;#I/T;6,21782E-05;6,21782E-05;0,66053455;6,21782E-05;0,66053455;#I/T;#I/T;#I/T;1;#I/T;#I/T;#I/T;0,000108021;1,192917658;#I/T;#I/T;#I/T;#I/T;#I/T;10395453;5233210;5233210;8;8,26126E-05;#I/T;#I/T;6,31039E-06;147,7208333;#I/T;#I/T;#I/T;0,000108021;8,46672E-05;1;0,000109931;0,131332125;#I/T;#I/T;2,955;24230,81195;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;646,5990778;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,35130717;#I/T;#I/T;1,470370241;#I/T;0,206787536;0,446225668;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;0,511600846;#I/T;#I/T;0,187718948;0,079690653;693,336;#I/T;#I/T;#I/T;0;#I/T;0;2,814413731;0,848077028;0,469004841;0,010210566;0,090838645;0,053841134;0,234392407;2,302812885;0,166773086;0,842010152;0,077246486;-0,006060225;0,722038828;0,046851136;0,001933926;0;2,647640644;0,612725705;0,054903277;0,101186491;0,028092855;0,03739009;0,03645483;0,0340042;0,075892386;0,074815124;0,137625764;0,032360688;#I/T;2272,279449;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;26054,28776;7870,381018;5006,852161;611,2599768;1093,932338;737,1414973;1032,455021;25407,68868;2291,801107;1977;1969,74804;9,207420583;10753,62928;2019,425213;121,6345496;7102,683998;1479,422474;30,46304158;0;#I/T;24084,53972;6783,67839;171,5054963;1427,65323;486,8436314;636,4445289;380,0299442;108,378381;761,3743094;489,677626;1409,990914;911,7803292;23762,48665
1978-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;7135,586671;#I/T;#I/T;15737,55268;0,280068556;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;221198,8767;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;7,930833333;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;27899,44304;2,62426E+13;#I/T;#I/T;#I/T;#I/T;0,000176263;8,01195E-05;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;2568,830904;#I/T;#I/T;#I/T;0;0,101729763;#I/T;#I/T;93,08648658;6181,516493;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;13,5;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;8,28132E-05;#I/T;#I/T;0,000188625;#I/T;52,00504744;0,000126922;#I/T;9,48107E-05;9,48107E-05;0,57383602;9,48107E-05;0,57383602;#I/T;#I/T;#I/T;1;#I/T;#I/T;#I/T;0,000189884;1,200899356;#I/T;#I/T;#I/T;#I/T;#I/T;10590265;5329068;5329068;8;0,000129429;#I/T;#I/T;1,26592E-05;193,2391667;#I/T;#I/T;#I/T;0,000189884;0,000117899;1;0,000196981;0,118960527;#I/T;#I/T;2,462438675;25630,68471;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;969,3223252;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,590920893;#I/T;#I/T;2,968500627;#I/T;0,326042393;0,586073891;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;1,172397491;#I/T;#I/T;0,281329841;0,129099604;732,426;#I/T;#I/T;#I/T;0;#I/T;0;5,267572707;1,707396777;0,956028297;0,024029193;0,165699365;0,122670111;0,462999004;4,095175217;0,293512842;1,233419144;0,094568869;-0,026573305;1,099066078;0,062398385;0,003959117;0;4,974059865;1,154359296;0,077655987;0,192876551;0,046957386;0,08051427;0,05017276;0,056838237;0,130904238;0,102974088;0,296357619;0,11910816;#I/T;2173,619506;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;27741,04951;9379,213805;6150,719839;542,5010076;1072,723446;758,8004127;1396,970107;26771,72718;3662,17356;1978;2489,531916;14,15783085;10039,47442;1660,682022;107,3830901;6953,696824;1278,513249;39,19923285;0;#I/T;25251,51759;7353,038962;177,8282796;1939,0957;460,5622404;616,5130206;357,0651717;102,5277661;935,7790819;535,2739351;1365,834284;862,5594833;24078,87595
1979-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;5861,087889;#I/T;#I/T;15692,13681;0,311584764;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;179146,9528;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;11,19416667;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;26105,69338;2,73338E+13;#I/T;#I/T;#I/T;#I/T;0,000274852;0,000124933;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;2171,371058;#I/T;#I/T;#I/T;0;0,090205262;#I/T;#I/T;44,12041956;5773,781468;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;13,5;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,000123442;#I/T;#I/T;0,000254032;#I/T;21,76962374;0,000232641;#I/T;0,000142197;0,000142197;0,549737394;0,000142197;0,549737394;#I/T;#I/T;#I/T;1;#I/T;#I/T;#I/T;0,000269865;1,061909231;#I/T;#I/T;#I/T;#I/T;#I/T;10805318;5441507;5441507;8;0,000237808;#I/T;#I/T;3,13269E-05;306,6675;#I/T;#I/T;#I/T;0,000269865;0,000176128;1;0,000277609;0,153237357;#I/T;#I/T;5,569068078;23982,8012;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;924,3715872;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,723502335;#I/T;#I/T;3,986298967;#I/T;0,505149203;0,821013716;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;1,483663161;#I/T;#I/T;0,508324628;0,203044166;738,74;#I/T;#I/T;#I/T;0;#I/T;0;7,032714013;2,27484737;1,220356207;0,03752874;0,300525049;0,159294816;0,594671297;5,549050852;0,350253458;1,687100874;0,120451837;-0,052826831;1,488726758;0,124692075;0,006057035;0;6,682460555;1,587102608;0,097276077;0,226816481;0,064453813;0,115439047;0,053393821;0,078016292;0,16211532;0,169319275;0,42490904;0,195363442;#I/T;2137,538155;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;26060,07318;9755,457847;6570,287932;516,158959;941,0050623;732,2190165;1511,945836;25135,70159;1745,285766;1979;1988,627672;6,931967902;8564,476334;1476,826137;126,2745597;5805,851358;1112,610934;42,91334534;0;#I/T;24071,44551;6815,767413;173,87654;1550,484853;487,6091088;638,4376797;209,6461485;108,5487873;787,9828925;531,5608806;1414,406577;913,213946;24314,78742
1980-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;6569,960898;#I/T;#I/T;16229,49432;0,353654074;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;184848,7616;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;13,35583333;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;26432,85928;2,78431E+13;#I/T;#I/T;#I/T;#I/T;0,000274852;0,000124933;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;2372,356072;#I/T;#I/T;#I/T;0;0,099012516;#I/T;#I/T;57,97804387;5451,60742;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;0;1;13,5;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,000181517;#I/T;#I/T;0,000376354;#I/T;31,30706388;0,000265167;4,157096127;0,000207276;0,000207276;0,597796885;0,000207276;0,597796885;#I/T;#I/T;#I/T;1;22992,21142;#I/T;#I/T;0,000403646;1,217358502;0;0;0,510567874;37,892;0,34813127;11056112;5575995;5575995;8;0,00031538;0,00013335;2603,417;6,2095E-05;607,8641667;#I/T;4,3493E-05;#I/T;0,000403646;0,000276321;1;0,000414615;0,117397458;#I/T;#I/T;2,305833333;24283,36226;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;913,9983399;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;1,19255997;#I/T;#I/T;6,108030245;#I/T;0,629070972;1,129985748;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;2,013626552;#I/T;#I/T;0,58185657;0,203359697;739,888;#I/T;#I/T;#I/T;0;#I/T;0;10,50458677;3,412421702;1,658913177;0,037127844;0,617855566;0,221046201;0,914606758;8,490960221;0,57035009;2,399469508;0,192887567;-0,082682948;2,035130536;0,241741395;0,012392959;0;9,934236683;2,679069012;0,145419491;0,375439459;0,096047653;0,211774092;0,077873884;0,11625816;0,264711833;0,208792676;0,7794999;0,403251865;#I/T;1844,94095;1525,01272;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;26024,25051;9958,389132;6671,07401;565,2132463;1026,956889;746,9864589;1513,371775;25110,25217;1524,085457;1980;2064,087027;6,034896086;8536,875093;1540,353577;142,5145949;5722,242321;1077,604024;54,160576;0;#I/T;23960,16348;6614,987944;217,345675;1600,126876;423,0538474;583,3637754;257,7980908;94,17785939;802,2092637;552,2054636;1292,394836;792,3122567;24500,16505
1981-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;7603,48302;#I/T;#I/T;14852,51571;0,3903574;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;200792,3282;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;16,37833333;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;25348,36517;2,83638E+13;#I/T;#I/T;#I/T;#I/T;0,000274852;0,000124933;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;2050,441786;#I/T;#I/T;#I/T;0;0,089821867;#I/T;#I/T;95,02813591;4813,597174;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;0;1;19,5;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,000209286;#I/T;#I/T;0,000724434;#I/T;57,48617208;0,00030234;5,328497439;0,000308126;0,000308126;0,610892713;0,000308126;0,610892713;#I/T;#I/T;#I/T;1;23754,52272;#I/T;#I/T;0,000677178;1,46212377;0;0;0,454165296;36,676;0,336959318;11348287;5756127;5756127;8;0,000329015;0,000106363;2076,55;4,69651E-05;459,7541667;#I/T;4,20972E-05;#I/T;0,000677178;0,00034971;1;0,000709484;0,067319304;#I/T;#I/T;0,144166667;23287,05827;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;1298,961071;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;1,591301335;#I/T;#I/T;10,75967226;#I/T;0,619929597;1,483195483;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;2,570494352;#I/T;#I/T;0,553871131;0,11888201;432,531;#I/T;#I/T;#I/T;0;#I/T;0;16,98359004;5,423161148;2,550794435;0,01958007;1,058871778;0,261454602;1,552040333;14,41309569;0,787571811;3,173453298;0,272713203;0,043786835;2,638346195;0,193005743;0,025601321;0;16,19601823;5,816481246;0,223734976;0,511542108;0,197924616;0,551255989;0,144796161;0,239572243;0,349854447;0,306236674;2,029067792;1,26249624;#I/T;1683,420527;1117,702096;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;25079,93756;9733,838671;6538,530802;540,4268305;1038,119464;655,6744403;1501,513965;23780,97649;397,5318487;1981;2252,068882;1,597755569;7139,100974;1300,444068;159,4174887;4619,399306;998,4579658;61,38214505;0;#I/T;22827,86868;6908,03685;179,4089754;1760,669792;451,6316707;572,1391891;297,0604437;100,5396931;856,2167839;577,0086676;1267,527681;845,8339531;24682,40572
1982-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;6762,742227;#I/T;#I/T;12905,35804;0,414397005;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;179356,8474;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;12,25833333;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;22433,92782;2,85148E+13;#I/T;#I/T;#I/T;#I/T;0,000274852;0,000124933;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;1266,233778;#I/T;#I/T;#I/T;0;0,060117013;#I/T;#I/T;43,6855595;3712,923868;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;0;1;10,5;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,000206511;#I/T;#I/T;0,001021808;#I/T;26,39378484;0,000326492;6,354045033;0,000355572;0,000355572;0,590584971;0,000355572;0,590584971;#I/T;#I/T;#I/T;1;26070,40742;#I/T;#I/T;0,000858921;1,579804548;0;0;0,411287499;33,418;0,30702657;11676828;5959477;5959477;8;0,000238603;8,92174E-05;1741,815;3,83886E-05;375,7966667;#I/T;3,83577E-05;#I/T;0,000858921;0,000366952;1;0,000905373;0,050666802;#I/T;#I/T;3,121666667;20609,62041;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;1519,104429;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;1,396579353;#I/T;#I/T;13,1867991;#I/T;0,413414698;1,320212195;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;3,606698482;#I/T;#I/T;0,462874351;0,115086304;418,721;#I/T;#I/T;#I/T;0;#I/T;0;19,79948988;6,923335418;3,413101554;0,010456013;1,079051071;0,396075804;2,03510699;16,1927914;0,729783822;2,487967488;0,271871778;0,150600791;1,895838022;0,148929032;0,020727866;0;19,06970606;6,781488493;0,211699123;0,428802988;0,218199738;0,663307761;0,159271988;0,26411369;0,342022137;0,416425304;2,441508919;1,636136846;#I/T;1939,936381;1289,953143;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;23051,58987;9199,69207;6060,216262;447,5036987;994,5854217;706,8682405;1438,022146;21532,48545;-1872,557243;1982;1988,770545;-7,810235521;5907,000302;1124,809381;146,4917464;3672,825563;922,3559867;40,51762519;0;#I/T;21062,81933;6425,793074;217,345675;1446,978908;456,7348534;512,7642751;282,2444615;101,6757348;820,6508559;596,0195065;1135,987405;855,3913989;24924,14712
1983-01-01;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;6626,858165;#I/T;#I/T;12908,4112;0,427490004;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;184147,1803;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;9,086666667;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;21188,67949;2,92E+13;#I/T;#I/T;#I/T;#I/T;0,000882523;0,000401147;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,081319126;1321,201629;#I/T;#I/T;#I/T;0;0,067184304;#I/T;#I/T;107,7726441;3636,869666;#I/T;0;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;#I/T;#I/T;0;1;14,5;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;0,000405738;#I/T;#I/T;0,002265578;#I/T;71,62560191;0,002066956;11,94784881;0,000823052;0,000823052;0,393353273;0,000823052;0,393353273;#I/T;#I/T;#I/T;1;9110,30046;#I/T;#I/T;0,001973325;0,945017467;0;0;0,431258993;29,783;0,27363015;12033559;6181029;6181029;8;0,001315578;0,000348452;2118,695;0,000138591;422,53;#I/T;0,000109766;#I/T;0,001973325;0,000654899;1;0,002109533;0,075692071;#I/T;#I/T;-1,758941004;19465,63459;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;1538,69834;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;#I/T;2,688768581;#I/T;#I/T;29,24500628;#I/T;2,730865652;2,993331424;#I/T;0;#I/T;0;0;0;0;0;#I/T;#I/T;0;#I/T;9,461430168;#I/T;#I/T;1,80229435;0,234603737;265,833;#I/T;#I/T;#I/T;0;#I/T;0;42,81519258;14,90547593;8,660331502;0,167353472;1,301214261;0,68680813;4,257122037;33,35376241;1,330524391;5,399193497;0,51145844;-0,452616061;4,31922363;1,017742788;0,0033847;0;41,48466819;13,04909299;0,349534377;0,768274682;0,651174706;1,24623709;0,241011145;0,788195972;0,660175984;0,52610542;4,587160211;3,2312234;#I/T;1369,963792;673,2737301;#I/T;#I/T;#I/T;0;#I/T;#I/T;#I/T;21696,97946;8544,471602;5434,209476;384,0338809;1028,073146;759,2926608;1322,896319;20158,28112;-3595,022827;1983;2031,647614;-15,33151751;5109,843717;961,8801812;89,48590843;3262,743143;789,938543;5,795941071;0;#I/T;19665,33185;6503,965801;214,9746313;1422,88992;489,9055411;485,8042877;302,2460375;109,060006;869,3893498;615,9214786;1076,259753;917,5147966;25292,00229
