name,unit,date,value,desc,doc
C.05,20,01/01/2016,91.6,"Furnishing, household equipment and routine household maintenance",
C.05,20,02/01/2016,92.6,"Furnishing, household equipment and routine household maintenance",
C.05,20,03/01/2016,92.9,"Furnishing, household equipment and routine household maintenance",
C.05,20,04/01/2016,92.9,"Furnishing, household equipment and routine household maintenance",
C.05,20,05/01/2016,93.6,"Furnishing, household equipment and routine household maintenance",
C.05,20,06/01/2016,93.5,"Furnishing, household equipment and routine household maintenance",
C.05,20,07/01/2016,94.4,"Furnishing, household equipment and routine household maintenance",
C.05,20,08/01/2016,95.2,"Furnishing, household equipment and routine household maintenance",
C.05,20,09/01/2016,96.4,"Furnishing, household equipment and routine household maintenance",
C.05,20,10/01/2016,95.9,"Furnishing, household equipment and routine household maintenance",
C.05,20,11/01/2016,99.3,"Furnishing, household equipment and routine household maintenance",
C.05,20,12/01/2016,99.3,"Furnishing, household equipment and routine household maintenance",
C.05,20,01/01/2017,100.4,"Furnishing, household equipment and routine household maintenance",
C.05,20,02/01/2017,100.1,"Furnishing, household equipment and routine household maintenance",
C.05,20,03/01/2017,100.0,"Furnishing, household equipment and routine household maintenance",
C.05,20,04/01/2017,100.1,"Furnishing, household equipment and routine household maintenance",
C.05,20,05/01/2017,100.9,"Furnishing, household equipment and routine household maintenance",
C.05,20,06/01/2017,101.4,"Furnishing, household equipment and routine household maintenance",
C.05,20,07/01/2017,101.8,"Furnishing, household equipment and routine household maintenance",
C.05,20,08/01/2017,101.7,"Furnishing, household equipment and routine household maintenance",
C.05,20,09/01/2017,101.6,"Furnishing, household equipment and routine household maintenance",
C.05,20,10/01/2017,102.5,"Furnishing, household equipment and routine household maintenance",
C.05,20,11/01/2017,102.7,"Furnishing, household equipment and routine household maintenance",
C.05,20,12/01/2017,101.7,"Furnishing, household equipment and routine household maintenance",
C.05,20,01/01/2018,102.1,"Furnishing, household equipment and routine household maintenance",
C.05,20,02/01/2018,102.4,"Furnishing, household equipment and routine household maintenance",
C.05,20,03/01/2018,103.0,"Furnishing, household equipment and routine household maintenance",
C.05,20,04/01/2018,103.9,"Furnishing, household equipment and routine household maintenance",
C.05,20,05/01/2018,104.3,"Furnishing, household equipment and routine household maintenance",
C.05,20,06/01/2018,105.0,"Furnishing, household equipment and routine household maintenance",
C.05,20,07/01/2018,105.9,"Furnishing, household equipment and routine household maintenance",
C.05,20,08/01/2018,106.3,"Furnishing, household equipment and routine household maintenance",
C.05,20,09/01/2018,107.0,"Furnishing, household equipment and routine household maintenance",
C.06,20,01/01/2013,86.5,Health,
C.06,20,02/01/2013,86.4,Health,
C.06,20,03/01/2013,86.5,Health,
C.06,20,04/01/2013,86.4,Health,
C.06,20,05/01/2013,86.5,Health,
C.06,20,06/01/2013,86.5,Health,
C.06,20,07/01/2013,86.5,Health,
C.06,20,08/01/2013,95.4,Health,
C.06,20,09/01/2013,95.6,Health,
C.06,20,10/01/2013,95.7,Health,
C.06,20,11/01/2013,95.7,Health,
C.06,20,12/01/2013,95.7,Health,
C.06,20,01/01/2014,95.7,Health,
C.06,20,02/01/2014,95.7,Health,
C.06,20,03/01/2014,95.3,Health,
C.06,20,04/01/2014,95.8,Health,
C.06,20,05/01/2014,95.7,Health,
C.06,20,06/01/2014,95.6,Health,
C.06,20,07/01/2014,95.6,Health,
C.06,20,08/01/2014,98.1,Health,
C.06,20,09/01/2014,98.0,Health,
C.06,20,10/01/2014,98.1,Health,
C.06,20,11/01/2014,98.4,Health,
C.06,20,12/01/2014,98.7,Health,
C.06,20,01/01/2015,98.7,Health,
C.06,20,02/01/2015,99.0,Health,
C.06,20,03/01/2015,99.1,Health,
C.06,20,04/01/2015,99.3,Health,
C.06,20,05/01/2015,99.7,Health,
C.06,20,06/01/2015,99.7,Health,
C.06,20,07/01/2015,99.7,Health,
C.06,20,08/01/2015,99.5,Health,
C.06,20,09/01/2015,99.7,Health,
C.06,20,10/01/2015,99.7,Health,
C.06,20,11/01/2015,99.6,Health,
C.06,20,12/01/2015,99.7,Health,
C.06,20,01/01/2016,99.7,Health,
C.06,20,02/01/2016,99.3,Health,
C.06,20,03/01/2016,99.3,Health,
C.06,20,04/01/2016,99.6,Health,
C.06,20,05/01/2016,99.5,Health,
C.06,20,06/01/2016,99.5,Health,
C.06,20,07/01/2016,99.6,Health,
C.06,20,08/01/2016,99.9,Health,
C.06,20,09/01/2016,99.8,Health,
C.06,20,10/01/2016,100.1,Health,
C.06,20,11/01/2016,100.1,Health,
C.06,20,12/01/2016,100.2,Health,
C.06,20,01/01/2017,100.1,Health,
C.06,20,02/01/2017,100.2,Health,
C.06,20,03/01/2017,100.0,Health,
C.06,20,04/01/2017,100.1,Health,
C.06,20,05/01/2017,100.1,Health,
C.06,20,06/01/2017,100.1,Health,
C.06,20,07/01/2017,100.0,Health,
C.06,20,08/01/2017,100.1,Health,
C.06,20,09/01/2017,100.4,Health,
C.06,20,10/01/2017,100.5,Health,
C.06,20,11/01/2017,100.7,Health,
C.06,20,12/01/2017,100.9,Health,
C.06,20,01/01/2018,101.1,Health,
C.06,20,02/01/2018,101.1,Health,
C.06,20,03/01/2018,101.1,Health,
C.06,20,04/01/2018,101.2,Health,
C.06,20,05/01/2018,101.3,Health,
C.06,20,06/01/2018,101.8,Health,
C.06,20,07/01/2018,102.3,Health,
C.06,20,08/01/2018,102.8,Health,
C.06,20,09/01/2018,103.3,Health,
C.07,20,01/01/2013,78.3,Transport,
C.07,20,02/01/2013,78.2,Transport,
C.07,20,03/01/2013,78.0,Transport,
C.07,20,04/01/2013,78.2,Transport,
C.07,20,05/01/2013,78.2,Transport,
C.07,20,06/01/2013,78.2,Transport,
C.07,20,07/01/2013,78.9,Transport,
C.07,20,08/01/2013,79.0,Transport,
C.07,20,09/01/2013,79.0,Transport,
C.07,20,10/01/2013,79.0,Transport,
C.07,20,11/01/2013,79.0,Transport,
C.07,20,12/01/2013,79.1,Transport,
C.07,20,01/01/2014,79.1,Transport,
C.07,20,02/01/2014,79.5,Transport,
C.07,20,03/01/2014,80.9,Transport,
C.07,20,04/01/2014,80.9,Transport,
C.07,20,05/01/2014,81.0,Transport,
C.07,20,06/01/2014,80.8,Transport,
C.07,20,07/01/2014,89.2,Transport,
C.07,20,08/01/2014,89.5,Transport,
C.07,20,09/01/2014,91.5,Transport,
C.07,20,10/01/2014,91.7,Transport,
C.07,20,11/01/2014,91.6,Transport,
C.07,20,12/01/2014,90.7,Transport,
C.07,20,01/01/2015,89.4,Transport,
C.07,20,02/01/2015,87.4,Transport,
C.07,20,03/01/2015,87.4,Transport,
C.07,20,04/01/2015,87.6,Transport,
C.07,20,05/01/2015,87.7,Transport,
C.07,20,06/01/2015,88.6,Transport,
C.07,20,07/01/2015,89.6,Transport,
C.07,20,08/01/2015,90.0,Transport,
C.07,20,09/01/2015,88.7,Transport,
C.07,20,10/01/2015,89.2,Transport,
C.07,20,11/01/2015,89.8,Transport,
C.07,20,12/01/2015,89.8,Transport,
C.07,20,01/01/2016,90.8,Transport,
C.07,20,02/01/2016,97.8,Transport,
C.07,20,03/01/2016,98.1,Transport,
C.07,20,04/01/2016,97.8,Transport,
C.07,20,05/01/2016,97.6,Transport,
C.07,20,06/01/2016,97.5,Transport,
C.07,20,07/01/2016,97.5,Transport,
C.07,20,08/01/2016,97.9,Transport,
C.07,20,09/01/2016,97.9,Transport,
C.07,20,10/01/2016,98.0,Transport,
C.07,20,11/01/2016,98.0,Transport,
C.07,20,12/01/2016,98.2,Transport,
C.07,20,01/01/2017,98.5,Transport,
C.07,20,02/01/2017,99.7,Transport,
C.07,20,03/01/2017,100.0,Transport,
C.07,20,04/01/2017,100.6,Transport,
C.07,20,05/01/2017,100.9,Transport,
C.07,20,06/01/2017,100.9,Transport,
C.07,20,07/01/2017,101.2,Transport,
C.07,20,08/01/2017,101.3,Transport,
C.07,20,09/01/2017,101.3,Transport,
C.07,20,10/01/2017,102.0,Transport,
C.07,20,11/01/2017,102.3,Transport,
C.07,20,12/01/2017,103.7,Transport,
C.07,20,01/01/2018,104.1,Transport,
C.07,20,02/01/2018,104.3,Transport,
C.07,20,03/01/2018,103.9,Transport,
C.07,20,04/01/2018,103.9,Transport,
C.07,20,05/01/2018,104.4,Transport,
C.07,20,06/01/2018,104.9,Transport,
C.07,20,07/01/2018,105.4,Transport,
C.07,20,08/01/2018,105.9,Transport,
C.07,20,09/01/2018,106.5,Transport,
C.08,20,01/01/2013,91.5,Communication,
C.08,20,02/01/2013,91.5,Communication,
C.08,20,03/01/2013,91.5,Communication,
C.08,20,04/01/2013,91.5,Communication,
C.08,20,05/01/2013,91.5,Communication,
C.08,20,06/01/2013,91.5,Communication,
C.08,20,07/01/2013,91.5,Communication,
C.08,20,08/01/2013,91.5,Communication,
C.08,20,09/01/2013,91.5,Communication,
C.08,20,10/01/2013,91.5,Communication,
C.08,20,11/01/2013,91.5,Communication,
C.08,20,12/01/2013,91.5,Communication,
C.08,20,01/01/2014,91.5,Communication,
C.08,20,02/01/2014,91.5,Communication,
C.08,20,03/01/2014,91.5,Communication,
C.08,20,04/01/2014,91.5,Communication,
C.08,20,05/01/2014,91.5,Communication,
C.08,20,06/01/2014,91.5,Communication,
C.08,20,07/01/2014,91.5,Communication,
C.08,20,08/01/2014,91.5,Communication,
C.08,20,09/01/2014,91.5,Communication,
C.08,20,10/01/2014,91.5,Communication,
C.08,20,11/01/2014,90.6,Communication,
C.08,20,12/01/2014,90.6,Communication,
C.08,20,01/01/2015,90.6,Communication,
C.08,20,02/01/2015,90.6,Communication,
C.08,20,03/01/2015,90.6,Communication,
C.08,20,04/01/2015,94.3,Communication,
C.08,20,05/01/2015,94.3,Communication,
C.08,20,06/01/2015,94.3,Communication,
C.08,20,07/01/2015,97.5,Communication,
C.08,20,08/01/2015,97.5,Communication,
C.08,20,09/01/2015,97.5,Communication,
C.08,20,10/01/2015,97.5,Communication,
C.08,20,11/01/2015,97.5,Communication,
C.08,20,12/01/2015,97.5,Communication,
C.08,20,01/01/2016,97.5,Communication,
C.08,20,02/01/2016,97.5,Communication,
C.08,20,03/01/2016,97.5,Communication,
C.08,20,04/01/2016,100.0,Communication,
C.08,20,05/01/2016,100.0,Communication,
C.08,20,06/01/2016,100.0,Communication,
C.08,20,07/01/2016,100.0,Communication,
C.08,20,08/01/2016,100.0,Communication,
C.08,20,09/01/2016,100.0,Communication,
C.08,20,10/01/2016,100.0,Communication,
C.08,20,11/01/2016,100.0,Communication,
C.08,20,12/01/2016,100.0,Communication,
C.08,20,01/01/2017,100.0,Communication,
C.08,20,02/01/2017,100.0,Communication,
C.08,20,03/01/2017,100.0,Communication,
C.08,20,04/01/2017,101.0,Communication,
C.08,20,05/01/2017,101.0,Communication,
C.08,20,06/01/2017,101.0,Communication,
C.08,20,07/01/2017,99.9,Communication,
C.08,20,08/01/2017,98.7,Communication,
C.08,20,09/01/2017,98.7,Communication,
C.08,20,10/01/2017,98.7,Communication,
C.08,20,11/01/2017,98.7,Communication,
C.08,20,12/01/2017,98.7,Communication,
C.08,20,01/01/2018,98.7,Communication,
C.08,20,02/01/2018,98.7,Communication,
C.08,20,03/01/2018,98.7,Communication,
C.08,20,04/01/2018,98.8,Communication,
C.08,20,05/01/2018,98.8,Communication,
C.08,20,06/01/2018,98.8,Communication,
C.08,20,07/01/2018,98.8,Communication,
C.08,20,08/01/2018,98.9,Communication,
C.08,20,09/01/2018,99.0,Communication,
C.09,20,01/01/2013,77.5,Recreation and culture,
C.09,20,02/01/2013,77.6,Recreation and culture,
C.09,20,03/01/2013,77.1,Recreation and culture,
C.09,20,04/01/2013,78.7,Recreation and culture,
C.09,20,05/01/2013,79.7,Recreation and culture,
C.09,20,06/01/2013,79.6,Recreation and culture,
C.09,20,07/01/2013,80.1,Recreation and culture,
C.09,20,08/01/2013,80.2,Recreation and culture,
C.09,20,09/01/2013,80.5,Recreation and culture,
C.09,20,10/01/2013,80.5,Recreation and culture,
C.09,20,11/01/2013,81.7,Recreation and culture,
C.09,20,12/01/2013,82.2,Recreation and culture,
C.09,20,01/01/2014,83.5,Recreation and culture,
C.09,20,02/01/2014,83.5,Recreation and culture,
C.09,20,03/01/2014,84.4,Recreation and culture,
C.09,20,04/01/2014,84.3,Recreation and culture,
C.09,20,05/01/2014,84.6,Recreation and culture,
C.09,20,06/01/2014,84.5,Recreation and culture,
C.09,20,07/01/2014,85.1,Recreation and culture,
C.09,20,08/01/2014,86.4,Recreation and culture,
C.09,20,09/01/2014,86.0,Recreation and culture,
C.09,20,10/01/2014,86.2,Recreation and culture,
C.09,20,11/01/2014,83.2,Recreation and culture,
C.09,20,12/01/2014,87.5,Recreation and culture,
C.09,20,01/01/2015,88.4,Recreation and culture,
C.09,20,02/01/2015,90.0,Recreation and culture,
C.09,20,03/01/2015,91.0,Recreation and culture,
C.09,20,04/01/2015,90.8,Recreation and culture,
C.09,20,05/01/2015,91.5,Recreation and culture,
C.09,20,06/01/2015,90.5,Recreation and culture,
C.09,20,07/01/2015,90.9,Recreation and culture,
C.09,20,08/01/2015,90.4,Recreation and culture,
C.09,20,09/01/2015,91.1,Recreation and culture,
C.09,20,10/01/2015,92.3,Recreation and culture,
C.09,20,11/01/2015,92.2,Recreation and culture,
C.09,20,12/01/2015,92.0,Recreation and culture,
C.09,20,01/01/2016,92.5,Recreation and culture,
C.09,20,02/01/2016,92.7,Recreation and culture,
C.09,20,03/01/2016,93.2,Recreation and culture,
C.09,20,04/01/2016,93.9,Recreation and culture,
C.09,20,05/01/2016,95.8,Recreation and culture,
C.09,20,06/01/2016,95.4,Recreation and culture,
C.09,20,07/01/2016,95.5,Recreation and culture,
C.09,20,08/01/2016,95.2,Recreation and culture,
C.09,20,09/01/2016,95.6,Recreation and culture,
C.09,20,10/01/2016,96.0,Recreation and culture,
C.09,20,11/01/2016,97.1,Recreation and culture,
C.09,20,12/01/2016,97.3,Recreation and culture,
C.09,20,01/01/2017,99.1,Recreation and culture,
C.09,20,02/01/2017,100.2,Recreation and culture,
C.09,20,03/01/2017,100.0,Recreation and culture,
C.09,20,04/01/2017,101.2,Recreation and culture,
C.09,20,05/01/2017,101.0,Recreation and culture,
C.09,20,06/01/2017,101.3,Recreation and culture,
C.09,20,07/01/2017,101.5,Recreation and culture,
C.09,20,08/01/2017,101.8,Recreation and culture,
C.09,20,09/01/2017,102.0,Recreation and culture,
C.09,20,10/01/2017,102.3,Recreation and culture,
C.09,20,11/01/2017,103.0,Recreation and culture,
C.09,20,12/01/2017,103.3,Recreation and culture,
C.09,20,01/01/2018,104.0,Recreation and culture,
C.09,20,02/01/2018,103.8,Recreation and culture,
C.09,20,03/01/2018,104.1,Recreation and culture,
C.09,20,04/01/2018,104.9,Recreation and culture,
C.09,20,05/01/2018,105.2,Recreation and culture,
C.09,20,06/01/2018,105.8,Recreation and culture,
C.09,20,07/01/2018,105.7,Recreation and culture,
C.09,20,08/01/2018,106.0,Recreation and culture,
C.09,20,09/01/2018,106.7,Recreation and culture,
C.10,20,01/01/2013,71.1,Education,
C.10,20,02/01/2013,79.8,Education,
C.10,20,03/01/2013,79.8,Education,
C.10,20,04/01/2013,77.7,Education,
C.10,20,05/01/2013,77.7,Education,
C.10,20,06/01/2013,77.7,Education,
C.10,20,07/01/2013,77.6,Education,
C.10,20,08/01/2013,78.2,Education,
C.10,20,09/01/2013,78.2,Education,
C.10,20,10/01/2013,78.2,Education,
C.10,20,11/01/2013,77.2,Education,
C.10,20,12/01/2013,77.2,Education,
C.10,20,01/01/2014,77.2,Education,
C.10,20,02/01/2014,85.4,Education,
C.10,20,03/01/2014,85.4,Education,
C.10,20,04/01/2014,85.4,Education,
C.10,20,05/01/2014,85.4,Education,
C.10,20,06/01/2014,85.2,Education,
C.10,20,07/01/2014,85.2,Education,
C.10,20,08/01/2014,86.0,Education,
C.10,20,09/01/2014,86.0,Education,
C.10,20,10/01/2014,86.0,Education,
C.10,20,11/01/2014,86.0,Education,
C.10,20,12/01/2014,86.0,Education,
C.10,20,01/01/2015,86.0,Education,
C.10,20,02/01/2015,90.3,Education,
C.10,20,03/01/2015,89.4,Education,
C.10,20,04/01/2015,90.2,Education,
C.10,20,05/01/2015,90.2,Education,
C.10,20,06/01/2015,90.2,Education,
C.10,20,07/01/2015,90.2,Education,
C.10,20,08/01/2015,91.8,Education,
C.10,20,09/01/2015,91.8,Education,
C.10,20,10/01/2015,91.7,Education,
C.10,20,11/01/2015,91.7,Education,
C.10,20,12/01/2015,91.7,Education,
C.10,20,01/01/2016,91.7,Education,
C.10,20,02/01/2016,93.0,Education,
C.10,20,03/01/2016,93.0,Education,
C.10,20,04/01/2016,93.0,Education,
C.10,20,05/01/2016,93.0,Education,
C.10,20,06/01/2016,93.0,Education,
C.10,20,07/01/2016,93.0,Education,
C.10,20,08/01/2016,93.9,Education,
C.10,20,09/01/2016,93.9,Education,
C.10,20,10/01/2016,93.9,Education,
C.10,20,11/01/2016,93.9,Education,
C.10,20,12/01/2016,93.9,Education,
C.10,20,01/01/2017,93.9,Education,
C.10,20,02/01/2017,100.0,Education,
C.10,20,03/01/2017,100.0,Education,
C.10,20,04/01/2017,100.0,Education,
C.10,20,05/01/2017,100.0,Education,
C.10,20,06/01/2017,100.0,Education,
C.10,20,07/01/2017,100.0,Education,
C.10,20,08/01/2017,100.9,Education,
C.10,20,09/01/2017,100.9,Education,
C.10,20,10/01/2017,100.9,Education,
C.10,20,11/01/2017,100.9,Education,
C.10,20,12/01/2017,100.9,Education,
C.10,20,01/01/2018,100.9,Education,
C.10,20,02/01/2018,107.8,Education,
C.10,20,03/01/2018,107.8,Education,
C.10,20,04/01/2018,107.8,Education,
C.10,20,05/01/2018,107.8,Education,
C.10,20,06/01/2018,107.8,Education,
C.10,20,07/01/2018,107.8,Education,
C.10,20,08/01/2018,109.1,Education,
C.10,20,09/01/2018,109.1,Education,
C.11,20,01/01/2013,84.6,Restaurants and hotels,
C.11,20,02/01/2013,84.9,Restaurants and hotels,
C.11,20,03/01/2013,85.0,Restaurants and hotels,
C.11,20,04/01/2013,84.2,Restaurants and hotels,
C.11,20,05/01/2013,84.2,Restaurants and hotels,
C.11,20,06/01/2013,84.3,Restaurants and hotels,
C.11,20,07/01/2013,84.3,Restaurants and hotels,
C.11,20,08/01/2013,84.7,Restaurants and hotels,
C.11,20,09/01/2013,84.7,Restaurants and hotels,
C.11,20,10/01/2013,84.7,Restaurants and hotels,
C.11,20,11/01/2013,86.2,Restaurants and hotels,
C.11,20,12/01/2013,86.3,Restaurants and hotels,
C.11,20,01/01/2014,86.3,Restaurants and hotels,
C.11,20,02/01/2014,86.4,Restaurants and hotels,
C.11,20,03/01/2014,87.3,Restaurants and hotels,
C.11,20,04/01/2014,87.7,Restaurants and hotels,
C.11,20,05/01/2014,88.0,Restaurants and hotels,
C.11,20,06/01/2014,88.1,Restaurants and hotels,
C.11,20,07/01/2014,88.9,Restaurants and hotels,
C.11,20,08/01/2014,88.1,Restaurants and hotels,
C.11,20,09/01/2014,88.1,Restaurants and hotels,
C.11,20,10/01/2014,88.1,Restaurants and hotels,
C.11,20,11/01/2014,92.2,Restaurants and hotels,
C.11,20,12/01/2014,92.2,Restaurants and hotels,
C.11,20,01/01/2015,92.3,Restaurants and hotels,
C.11,20,02/01/2015,96.6,Restaurants and hotels,
C.11,20,03/01/2015,97.0,Restaurants and hotels,
C.11,20,04/01/2015,96.8,Restaurants and hotels,
C.11,20,05/01/2015,97.0,Restaurants and hotels,
C.11,20,06/01/2015,97.1,Restaurants and hotels,
C.11,20,07/01/2015,97.2,Restaurants and hotels,
C.11,20,08/01/2015,97.3,Restaurants and hotels,
C.11,20,09/01/2015,97.2,Restaurants and hotels,
C.11,20,10/01/2015,97.1,Restaurants and hotels,
C.11,20,11/01/2015,97.2,Restaurants and hotels,
C.11,20,12/01/2015,97.3,Restaurants and hotels,
C.11,20,01/01/2016,97.3,Restaurants and hotels,
C.11,20,02/01/2016,97.3,Restaurants and hotels,
C.11,20,03/01/2016,97.3,Restaurants and hotels,
C.11,20,04/01/2016,99.0,Restaurants and hotels,
C.11,20,05/01/2016,98.9,Restaurants and hotels,
C.11,20,06/01/2016,99.1,Restaurants and hotels,
C.11,20,07/01/2016,98.8,Restaurants and hotels,
C.11,20,08/01/2016,99.2,Restaurants and hotels,
C.11,20,09/01/2016,99.3,Restaurants and hotels,
C.11,20,10/01/2016,99.2,Restaurants and hotels,
C.11,20,11/01/2016,99.7,Restaurants and hotels,
C.11,20,12/01/2016,98.8,Restaurants and hotels,
C.11,20,01/01/2017,98.9,Restaurants and hotels,
C.11,20,02/01/2017,100.0,Restaurants and hotels,
C.11,20,03/01/2017,100.0,Restaurants and hotels,
C.11,20,04/01/2017,99.7,Restaurants and hotels,
C.11,20,05/01/2017,101.0,Restaurants and hotels,
C.11,20,06/01/2017,101.0,Restaurants and hotels,
C.11,20,07/01/2017,101.2,Restaurants and hotels,
C.11,20,08/01/2017,103.4,Restaurants and hotels,
C.11,20,09/01/2017,103.6,Restaurants and hotels,
C.11,20,10/01/2017,104.7,Restaurants and hotels,
C.11,20,11/01/2017,104.7,Restaurants and hotels,
C.11,20,12/01/2017,104.8,Restaurants and hotels,
C.11,20,01/01/2018,104.9,Restaurants and hotels,
C.11,20,02/01/2018,105.7,Restaurants and hotels,
C.11,20,03/01/2018,105.8,Restaurants and hotels,
C.11,20,04/01/2018,105.8,Restaurants and hotels,
C.11,20,05/01/2018,105.9,Restaurants and hotels,
C.11,20,06/01/2018,106.4,Restaurants and hotels,
C.11,20,07/01/2018,107.2,Restaurants and hotels,
C.11,20,08/01/2018,108.6,Restaurants and hotels,
C.11,20,09/01/2018,109.5,Restaurants and hotels,
C.12,20,01/01/2013,79.8,Miscellaneous goods and services,
C.12,20,02/01/2013,80.3,Miscellaneous goods and services,
C.12,20,03/01/2013,80.0,Miscellaneous goods and services,
C.12,20,04/01/2013,79.5,Miscellaneous goods and services,
C.12,20,05/01/2013,79.9,Miscellaneous goods and services,
C.12,20,06/01/2013,79.8,Miscellaneous goods and services,
C.12,20,07/01/2013,80.3,Miscellaneous goods and services,
C.12,20,08/01/2013,80.3,Miscellaneous goods and services,
C.12,20,09/01/2013,80.1,Miscellaneous goods and services,
C.12,20,10/01/2013,80.3,Miscellaneous goods and services,
C.12,20,11/01/2013,81.0,Miscellaneous goods and services,
C.12,20,12/01/2013,80.9,Miscellaneous goods and services,
C.12,20,01/01/2014,81.2,Miscellaneous goods and services,
C.12,20,02/01/2014,81.8,Miscellaneous goods and services,
C.12,20,03/01/2014,82.4,Miscellaneous goods and services,
C.12,20,04/01/2014,82.7,Miscellaneous goods and services,
C.12,20,05/01/2014,82.8,Miscellaneous goods and services,
C.12,20,06/01/2014,83.5,Miscellaneous goods and services,
C.12,20,07/01/2014,83.7,Miscellaneous goods and services,
C.12,20,08/01/2014,83.6,Miscellaneous goods and services,
C.12,20,09/01/2014,83.9,Miscellaneous goods and services,
C.12,20,10/01/2014,83.8,Miscellaneous goods and services,
C.12,20,11/01/2014,85.6,Miscellaneous goods and services,
C.12,20,12/01/2014,86.3,Miscellaneous goods and services,
C.12,20,01/01/2015,85.9,Miscellaneous goods and services,
C.12,20,02/01/2015,86.5,Miscellaneous goods and services,
C.12,20,03/01/2015,90.3,Miscellaneous goods and services,
C.12,20,04/01/2015,92.2,Miscellaneous goods and services,
C.12,20,05/01/2015,92.4,Miscellaneous goods and services,
C.12,20,06/01/2015,91.7,Miscellaneous goods and services,
C.12,20,07/01/2015,92.2,Miscellaneous goods and services,
C.12,20,08/01/2015,92.4,Miscellaneous goods and services,
C.12,20,09/01/2015,94.0,Miscellaneous goods and services,
C.12,20,10/01/2015,93.7,Miscellaneous goods and services,
C.12,20,11/01/2015,94.0,Miscellaneous goods and services,
C.12,20,12/01/2015,94.1,Miscellaneous goods and services,
C.12,20,01/01/2016,94.3,Miscellaneous goods and services,
C.12,20,02/01/2016,94.4,Miscellaneous goods and services,
C.12,20,03/01/2016,94.9,Miscellaneous goods and services,
C.12,20,04/01/2016,96.1,Miscellaneous goods and services,
C.12,20,05/01/2016,96.0,Miscellaneous goods and services,
C.12,20,06/01/2016,95.6,Miscellaneous goods and services,
C.12,20,07/01/2016,95.7,Miscellaneous goods and services,
C.12,20,08/01/2016,97.1,Miscellaneous goods and services,
C.12,20,09/01/2016,97.9,Miscellaneous goods and services,
C.12,20,10/01/2016,99.3,Miscellaneous goods and services,
C.12,20,11/01/2016,99.8,Miscellaneous goods and services,
C.12,20,12/01/2016,99.8,Miscellaneous goods and services,
C.12,20,01/01/2017,100.1,Miscellaneous goods and services,
C.12,20,02/01/2017,99.8,Miscellaneous goods and services,
C.12,20,03/01/2017,100.0,Miscellaneous goods and services,
C.12,20,04/01/2017,100.0,Miscellaneous goods and services,
C.12,20,05/01/2017,100.3,Miscellaneous goods and services,
C.12,20,06/01/2017,100.9,Miscellaneous goods and services,
C.12,20,07/01/2017,101.1,Miscellaneous goods and services,
C.12,20,08/01/2017,100.9,Miscellaneous goods and services,
C.12,20,09/01/2017,101.0,Miscellaneous goods and services,
C.12,20,10/01/2017,101.0,Miscellaneous goods and services,
C.12,20,11/01/2017,101.1,Miscellaneous goods and services,
C.12,20,12/01/2017,101.1,Miscellaneous goods and services,
C.12,20,01/01/2018,101.0,Miscellaneous goods and services,
C.12,20,02/01/2018,101.3,Miscellaneous goods and services,
C.12,20,03/01/2018,101.2,Miscellaneous goods and services,
C.12,20,04/01/2018,101.2,Miscellaneous goods and services,
C.12,20,05/01/2018,101.4,Miscellaneous goods and services,
C.12,20,06/01/2018,101.5,Miscellaneous goods and services,
C.12,20,07/01/2018,101.6,Miscellaneous goods and services,
C.12,20,08/01/2018,101.7,Miscellaneous goods and services,
C.12,20,09/01/2018,101.8,Miscellaneous goods and services,
P.01,20,01/01/2013,97.9,"Agriculture, forestry and fishing",
P.01,20,02/01/2013,93.8,"Agriculture, forestry and fishing",
P.01,20,03/01/2013,92.1,"Agriculture, forestry and fishing",
P.01,20,04/01/2013,91.8,"Agriculture, forestry and fishing",
P.01,20,05/01/2013,91.7,"Agriculture, forestry and fishing",
P.01,20,06/01/2013,91.3,"Agriculture, forestry and fishing",
P.01,20,07/01/2013,91.3,"Agriculture, forestry and fishing",
P.01,20,08/01/2013,92.3,"Agriculture, forestry and fishing",
P.01,20,09/01/2013,95.4,"Agriculture, forestry and fishing",
P.01,20,10/01/2013,98.7,"Agriculture, forestry and fishing",
P.01,20,11/01/2013,101.9,"Agriculture, forestry and fishing",
P.01,20,12/01/2013,103.4,"Agriculture, forestry and fishing",
P.01,20,01/01/2014,103.3,"Agriculture, forestry and fishing",
P.01,20,02/01/2014,101.7,"Agriculture, forestry and fishing",
P.01,20,03/01/2014,104.3,"Agriculture, forestry and fishing",
P.01,20,04/01/2014,99.2,"Agriculture, forestry and fishing",
P.01,20,05/01/2014,97.8,"Agriculture, forestry and fishing",
P.01,20,06/01/2014,95.3,"Agriculture, forestry and fishing",
P.01,20,07/01/2014,94.2,"Agriculture, forestry and fishing",
P.01,20,08/01/2014,96.1,"Agriculture, forestry and fishing",
P.01,20,09/01/2014,99.1,"Agriculture, forestry and fishing",
P.01,20,10/01/2014,101.2,"Agriculture, forestry and fishing",
P.01,20,11/01/2014,103.0,"Agriculture, forestry and fishing",
P.01,20,12/01/2014,104.9,"Agriculture, forestry and fishing",
P.01,20,01/01/2015,100.2,"Agriculture, forestry and fishing",
P.01,20,02/01/2015,100.8,"Agriculture, forestry and fishing",
P.01,20,03/01/2015,102.3,"Agriculture, forestry and fishing",
P.01,20,04/01/2015,104.2,"Agriculture, forestry and fishing",
P.01,20,05/01/2015,101.4,"Agriculture, forestry and fishing",
P.01,20,06/01/2015,100.4,"Agriculture, forestry and fishing",
