name,unit,date,value,desc,doc
DK.IQ.SPI.OVRL,20,2024-01-01,92.0504166666667,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2023-01-01,95.2558333333333,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2022-01-01,93.2033333333333,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2021-01-01,94.4145833333333,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2020-01-01,89.4591666666667,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2019-01-01,88.8820833333333,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2018-01-01,88.7645833333333,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2017-01-01,81.1179166666667,Statistical Performance Indicators (SPI) Overall score
DK.IQ.SPI.OVRL,20,2016-01-01,79.6383333333334,Statistical Performance Indicators (SPI) Overall score
DK.SPI.INDEX.PIL1,20,2023-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2022-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2021-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2020-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2019-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2018-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2017-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2016-01-01,100,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL1,20,2015-01-01,80,Statistical Performance Indicators (SPI) Pillar 1
DK.SPI.INDEX.PIL2,20,2023-01-01,98.4666666666666,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL2,20,2022-01-01,98.4666666666666,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL2,20,2021-01-01,97.6666666666667,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL2,20,2020-01-01,97.6666666666667,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL2,20,2019-01-01,98.7,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL2,20,2018-01-01,98.7,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL2,20,2017-01-01,65.0666666666667,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL2,20,2016-01-01,62.9,Statistical Performance Indicators (SPI) Pillar 2
DK.SPI.INDEX.PIL3,20,2023-01-01,90.7125,Statistical Performance Indicators (SPI) Pillar 3
DK.SPI.INDEX.PIL3,20,2022-01-01,80.45,Statistical Performance Indicators (SPI) Pillar 3
